path,size_bytes,modified_utc,included_in_raw_zip,line_count,parse_errors
logs\loop_iterations_642461be.jsonl,11253,2026-06-25T22:51:53.904130+00:00,True,10,0
logs\loop_iterations_65c74434.jsonl,10661,2026-06-25T23:38:30.551327+00:00,True,10,0
logs\loop_iterations_6f0d826c.jsonl,9425,2026-06-25T14:13:52.820685+00:00,True,10,0
logs\loop_iterations_72207e1a.jsonl,9600,2026-06-25T14:22:54.467987+00:00,True,10,0
logs\loop_iterations_7249872b.jsonl,10715,2026-06-25T23:40:56.225994+00:00,True,10,0
logs\loop_iterations_776260b3.jsonl,11149,2026-06-25T22:50:02.753554+00:00,True,10,0
logs\loop_iterations_87ff6a10.jsonl,10957,2026-06-25T23:28:31.079246+00:00,True,10,0
logs\loop_iterations_8c38a0a4.jsonl,9722,2026-06-25T14:17:26.060966+00:00,True,10,0
logs\loop_iterations_8dc51573.jsonl,496,2026-06-25T12:01:02.216032+00:00,True,3,0
logs\loop_iterations_90019994.jsonl,9871,2026-06-25T14:18:20.939215+00:00,True,10,0
logs\loop_iterations_910f7cf9.jsonl,11298,2026-06-25T23:04:04.833707+00:00,True,10,0
logs\loop_iterations_a35783c0.jsonl,10725,2026-06-25T23:19:26.709905+00:00,True,10,0
logs\loop_iterations_a65041ff.jsonl,10795,2026-06-25T23:14:14.258007+00:00,True,10,0
logs\loop_iterations_a77f5bdf.jsonl,11131,2026-06-25T22:56:06.013563+00:00,True,10,0
logs\loop_iterations_b2822cd9.jsonl,9555,2026-06-25T14:24:14.603808+00:00,True,10,0
logs\loop_iterations_b2e2426d.jsonl,11131,2026-06-25T22:59:53.315668+00:00,True,10,0
logs\loop_iterations_b63cfa2f.jsonl,10941,2026-06-25T22:48:08.388833+00:00,True,10,0
logs\loop_iterations_c98a858c.jsonl,9955,2026-06-25T14:19:57.331048+00:00,True,10,0
logs\loop_iterations_cea70ca9.jsonl,10819,2026-06-25T23:31:19.482835+00:00,True,10,0
logs\loop_iterations_dd98fabd.jsonl,10809,2026-06-25T23:33:46.626678+00:00,True,10,0
logs\loop_iterations_ef03fdaa.jsonl,4878,2026-06-25T13:13:38.526202+00:00,True,10,0
logs\loop_iterations_fad9d3aa.jsonl,10840,2026-06-25T23:36:15.220460+00:00,True,10,0
logs\nvidia_diagnostic_20260625_123209.json,3051,2026-06-25T12:38:28.217235+00:00,True,,
logs\nvidia_diagnostic_20260625_123209.jsonl,2507,2026-06-25T12:38:14.967418+00:00,True,4,0
logs\nvidia_diagnostic_20260625_131409.json,6520,2026-06-25T13:20:16.636243+00:00,True,,
logs\nvidia_diagnostic_20260625_131409.jsonl,5976,2026-06-25T13:20:16.635244+00:00,True,4,0
logs\nvidia_experiments_20260625_122352.json,4388,2026-06-25T12:29:57.999882+00:00,True,,
logs\nvidia_experiments_20260625_122352.jsonl,3844,2026-06-25T12:29:57.999882+00:00,True,4,0
logs\profit_harvester_20260626_003719.jsonl,0,2026-06-26T00:37:20.450774+00:00,True,0,0
logs\profit_harvester_20260626_003733.jsonl,15319,2026-06-26T00:37:34.853403+00:00,True,8,0
logs\profit_harvester_20260626_003937.jsonl,16447,2026-06-26T00:39:38.631519+00:00,True,11,0
logs\profit_harvester_20260626_004003.jsonl,370587,2026-06-26T00:40:51.718855+00:00,True,303,0
logs\profit_harvester_20260626_004202.jsonl,320401,2026-06-26T00:44:37.146468+00:00,True,444,0
logs\profit_harvester_20260626_004439.jsonl,148711,2026-06-26T00:46:02.281269+00:00,True,111,0
logs\profit_harvester_20260626_004721.jsonl,266393,2026-06-26T00:49:49.893144+00:00,True,281,0
logs\profit_harvester_20260626_005029.jsonl,8775,2026-06-26T00:50:30.595621+00:00,True,5,0
logs\profit_harvester_20260626_005106.jsonl,9001,2026-06-26T00:51:06.626972+00:00,True,5,0
logs\profit_harvester_20260626_005131.jsonl,7457,2026-06-26T00:51:31.969985+00:00,True,4,0
logs\profit_harvester_20260626_005205.jsonl,255875,2026-06-26T00:53:55.407165+00:00,True,288,0
logs\profit_harvester_20260626_005431.jsonl,12309,2026-06-26T00:54:32.530197+00:00,True,6,0
logs\profit_harvester_20260626_005601.jsonl,314515,2026-06-26T00:58:50.316566+00:00,True,323,0
logs\profit_harvester_20260626_005907.jsonl,3331550,2026-06-26T01:29:24.434365+00:00,True,4622,0
logs\profit_harvester_20260626_012926.jsonl,1776615,2026-06-26T01:41:55.910954+00:00,True,3659,0
logs\profit_harvester_20260626_014158.jsonl,2567286,2026-06-26T01:57:19.853961+00:00,True,6094,0
logs\profit_harvester_20260626_015722.jsonl,1021060,2026-06-26T02:03:50.763440+00:00,True,2251,0
logs\profit_harvester_20260626_020353.jsonl,195588,2026-06-26T02:05:06.591340+00:00,True,427,0
logs\profit_harvester_20260626_020508.jsonl,268870,2026-06-26T02:06:50.221939+00:00,True,589,0
logs\profit_harvester_20260626_020652.jsonl,465968,2026-06-26T02:09:44.988297+00:00,True,1003,0
logs\profit_harvester_20260626_020947.jsonl,1348464,2026-06-26T02:18:19.870891+00:00,True,2971,0
logs\profit_harvester_20260626_021822.jsonl,135821,2026-06-26T02:19:12.707050+00:00,True,295,0
logs\profit_harvester_20260626_021914.jsonl,1089782,2026-06-26T02:26:44.133377+00:00,True,2401,0
logs\profit_harvester_20260626_022646.jsonl,57017,2026-06-26T02:27:06.451335+00:00,True,121,0
logs\profit_harvester_20260626_022708.jsonl,4847415,2026-06-26T08:32:35.688337+00:00,True,3469,0
logs\profit_harvester_20260626_083252.jsonl,356508,2026-06-26T08:35:09.025305+00:00,True,662,0
logs\profit_harvester_20260626_083513.jsonl,1858748,2026-06-26T08:47:59.054449+00:00,True,3565,0
logs\profit_harvester_20260626_084801.jsonl,116831,2026-06-26T08:48:51.312783+00:00,True,197,0
logs\profit_harvester_20260626_084853.jsonl,116647,2026-06-26T08:49:43.756772+00:00,True,197,0
logs\profit_harvester_20260626_084945.jsonl,1096005,2026-06-26T08:57:51.321326+00:00,True,1881,0
logs\profit_harvester_20260626_085754.jsonl,180358,2026-06-26T08:59:12.980925+00:00,True,308,0
logs\profit_harvester_20260626_085914.jsonl,590069,2026-06-26T09:03:21.088562+00:00,True,1099,0
logs\profit_harvester_20260626_090323.jsonl,389156,2026-06-26T09:06:06.391308+00:00,True,716,0
logs\profit_harvester_20260626_090613.jsonl,74835,2026-06-26T09:06:45.663094+00:00,True,125,0
logs\profit_harvester_20260626_090647.jsonl,2860316,2026-06-26T09:27:32.120391+00:00,True,5081,0
logs\profit_harvester_20260626_092734.jsonl,640368,2026-06-26T09:32:18.985690+00:00,True,1086,0
logs\profit_harvester_20260626_093221.jsonl,337809,2026-06-26T09:34:56.882458+00:00,True,519,0
logs\profit_harvester_20260626_093459.jsonl,2464967,2026-06-26T09:56:29.224247+00:00,True,2739,0
logs\profit_harvester_20260626_095631.jsonl,150759,2026-06-26T09:57:43.083852+00:00,True,211,0
logs\profit_harvester_20260626_095745.jsonl,590446,2026-06-26T10:02:31.311575+00:00,True,835,0
logs\profit_harvester_20260626_100232.jsonl,42821,2026-06-26T10:02:52.095686+00:00,True,58,0
logs\profit_harvester_20260626_100254.jsonl,558403,2026-06-26T10:07:25.719945+00:00,True,790,0
logs\profit_harvester_20260626_100727.jsonl,1444627,2026-06-26T10:19:10.522296+00:00,True,2047,0
logs\profit_harvester_20260626_101913.jsonl,811214,2026-06-26T10:25:15.293216+00:00,True,1374,0
logs\profit_harvester_20260626_102517.jsonl,264206,2026-06-26T10:27:14.044865+00:00,True,453,0
logs\profit_harvester_20260626_102716.jsonl,435805,2026-06-26T10:30:29.519031+00:00,True,749,0
logs\profit_harvester_20260626_103031.jsonl,97589,2026-06-26T10:31:13.693797+00:00,True,165,0
logs\profit_harvester_20260626_103116.jsonl,102348,2026-06-26T10:32:00.068930+00:00,True,173,0
logs\profit_harvester_20260626_103202.jsonl,197254,2026-06-26T10:33:28.950162+00:00,True,337,0
logs\profit_harvester_20260626_103331.jsonl,1924268,2026-06-26T10:46:46.617461+00:00,True,3729,0
logs\profit_harvester_20260626_104648.jsonl,2470685,2026-06-26T11:03:52.626925+00:00,True,4799,0
logs\profit_harvester_20260626_110354.jsonl,1089124,2026-06-26T11:11:22.327972+00:00,True,2121,0
logs\profit_harvester_20260626_111124.jsonl,1762342,2026-06-26T11:23:27.610229+00:00,True,3496,0
logs\profit_harvester_20260626_112330.jsonl,15249,2026-06-26T11:23:35.227187+00:00,True,26,0
logs\profit_harvester_20260626_112337.jsonl,2307780,2026-06-26T11:39:24.232458+00:00,True,4567,0
logs\profit_harvester_20260626_113926.jsonl,130857,2026-06-26T11:40:19.034040+00:00,True,256,0
logs\profit_harvester_20260626_114021.jsonl,379680,2026-06-26T11:42:56.024007+00:00,True,751,0
logs\profit_harvester_20260626_114302.jsonl,329830,2026-06-26T11:45:16.892871+00:00,True,651,0
logs\profit_harvester_20260626_114519.jsonl,588313,2026-06-26T11:49:20.021824+00:00,True,1166,0
logs\profit_harvester_20260626_114922.jsonl,286842,2026-06-26T11:51:19.215303+00:00,True,566,0
logs\profit_harvester_20260626_115121.jsonl,328932,2026-06-26T11:53:30.042350+00:00,True,681,0
logs\profit_harvester_20260626_115332.jsonl,594450,2026-06-26T11:57:17.836736+00:00,True,1309,0
logs\profit_harvester_20260626_115720.jsonl,3035175,2026-06-26T12:18:03.802654+00:00,True,6054,0
logs\profit_harvester_20260626_121806.jsonl,1159421,2026-06-26T12:25:36.580671+00:00,True,2478,0
logs\profit_harvester_20260626_122538.jsonl,789298,2026-06-26T12:30:41.434138+00:00,True,1693,0
logs\profit_harvester_20260626_123043.jsonl,1985931,2026-06-26T12:43:30.635100+00:00,True,4293,0
logs\profit_harvester_20260626_124332.jsonl,3220493,2026-06-26T13:05:44.268999+00:00,True,6213,0
logs\profit_harvester_20260626_130546.jsonl,1194587,2026-06-26T13:14:49.982492+00:00,True,1936,0
logs\profit_harvester_20260626_131452.jsonl,711000,2026-06-26T13:20:00.760787+00:00,True,1260,0
logs\profit_harvester_20260626_132003.jsonl,285378,2026-06-26T13:21:57.709631+00:00,True,550,0
logs\profit_harvester_20260626_132200.jsonl,1109476,2026-06-26T13:29:34.773894+00:00,True,2155,0
logs\profit_harvester_20260626_132937.jsonl,595516,2026-06-26T13:33:41.100474+00:00,True,1181,0
logs\profit_harvester_20260626_133343.jsonl,618175,2026-06-26T13:38:01.029943+00:00,True,1226,0
logs\profit_harvester_20260626_133803.jsonl,3025045,2026-06-26T13:57:12.470643+00:00,True,5350,0
logs\profit_harvester_20260626_135714.jsonl,1111041,2026-06-26T14:06:00.631353+00:00,True,1575,0
logs\profit_harvester_20260626_140604.jsonl,427541,2026-06-26T14:09:01.600551+00:00,True,846,0
logs\profit_harvester_20260626_140904.jsonl,183608,2026-06-26T14:10:19.787257+00:00,True,361,0
logs\profit_harvester_20260626_141022.jsonl,865298,2026-06-26T14:16:39.158209+00:00,True,1551,0
logs\profit_harvester_20260626_141641.jsonl,374488,2026-06-26T14:19:45.802042+00:00,True,529,0
logs\profit_harvester_20260626_141947.jsonl,228830,2026-06-26T14:21:39.701515+00:00,True,322,0
logs\profit_harvester_20260626_142141.jsonl,218190,2026-06-26T14:23:28.176433+00:00,True,307,0
logs\profit_harvester_20260626_142330.jsonl,182455,2026-06-26T14:24:58.101008+00:00,True,256,0
logs\profit_harvester_20260626_142502.jsonl,865192,2026-06-26T14:31:29.937194+00:00,True,1486,0
logs\profit_harvester_20260626_143132.jsonl,259209,2026-06-26T14:33:29.496303+00:00,True,445,0
logs\profit_harvester_20260626_143331.jsonl,2372360,2026-06-26T14:49:24.142962+00:00,True,4899,0
logs\profit_harvester_20260626_144926.jsonl,1216987,2026-06-26T14:57:04.778954+00:00,True,2647,0
logs\profit_harvester_20260626_145707.jsonl,2056300,2026-06-26T15:10:31.544592+00:00,True,4499,0
logs\profit_harvester_20260626_151033.jsonl,1031957,2026-06-26T15:16:58.979672+00:00,True,2382,0
logs\profit_harvester_20260626_151701.jsonl,1374985,2026-06-26T15:25:21.118517+00:00,True,3298,0
logs\profit_harvester_20260626_152523.jsonl,168656,2026-06-26T15:26:23.493182+00:00,True,400,0
logs\profit_harvester_20260626_152626.jsonl,626186,2026-06-26T15:30:12.345995+00:00,True,1499,0
logs\profit_harvester_20260626_153014.jsonl,559599,2026-06-26T15:33:36.190073+00:00,True,1338,0
logs\profit_harvester_20260626_153339.jsonl,1392297,2026-06-26T15:42:05.204439+00:00,True,3340,0
logs\profit_harvester_20260626_154207.jsonl,414445,2026-06-26T15:44:37.249345+00:00,True,991,0
logs\profit_harvester_20260626_154438.jsonl,104593,2026-06-26T15:45:16.047978+00:00,True,246,0
logs\profit_harvester_20260626_154518.jsonl,2499377,2026-06-26T16:00:25.307089+00:00,True,6000,0
logs\profit_harvester_20260626_160027.jsonl,1065826,2026-06-26T16:06:53.693579+00:00,True,2556,0
logs\profit_harvester_20260626_160655.jsonl,2246558,2026-06-26T16:20:29.833972+00:00,True,5391,0
logs\profit_harvester_20260626_162032.jsonl,11925539,2026-06-26T17:32:57.080013+00:00,True,28483,0
logs\profit_harvester_20260626_173259.jsonl,1443871,2026-06-26T17:42:37.874149+00:00,True,3031,0
logs\profit_harvester_20260626_174240.jsonl,346930,2026-06-26T17:44:47.910147+00:00,True,794,0
logs\profit_harvester_20260626_174449.jsonl,2556648,2026-06-26T18:00:24.640542+00:00,True,6009,0
logs\profit_harvester_20260626_180026.jsonl,1083273,2026-06-26T18:07:11.422262+00:00,True,2494,0
logs\profit_harvester_20260626_180713.jsonl,113319,2026-06-26T18:07:53.618539+00:00,True,267,0
logs\profit_harvester_20260626_180755.jsonl,2296240,2026-06-26T18:21:08.220271+00:00,True,5171,0
logs\profit_harvester_20260626_182110.jsonl,1636987,2026-06-26T18:30:42.703400+00:00,True,3620,0
logs\profit_harvester_20260626_183045.jsonl,75754,2026-06-26T18:31:09.914126+00:00,True,169,0
logs\profit_harvester_20260626_183112.jsonl,877471,2026-06-26T18:36:07.292503+00:00,True,1961,0
logs\profit_harvester_20260626_183609.jsonl,184728,2026-06-26T18:37:12.785846+00:00,True,407,0
logs\profit_harvester_20260626_183716.jsonl,2152220,2026-06-26T18:48:53.180531+00:00,True,4524,0
logs\profit_harvester_20260626_184855.jsonl,1547396,2026-06-26T18:56:57.212923+00:00,True,2989,0
logs\profit_harvester_20260626_185659.jsonl,3061629,2026-06-26T19:13:05.924188+00:00,True,6074,0
logs\profit_harvester_20260626_191308.jsonl,1952794,2026-06-26T19:24:11.899507+00:00,True,4240,0
logs\profit_harvester_20260626_192414.jsonl,464856,2026-06-26T19:27:04.429506+00:00,True,967,0
logs\profit_harvester_20260626_192706.jsonl,416190,2026-06-26T19:29:39.534984+00:00,True,871,0
logs\profit_harvester_20260626_192941.jsonl,752136,2026-06-26T19:34:12.789083+00:00,True,1534,0
logs\profit_harvester_20260626_193417.jsonl,2815,2026-06-26T19:34:18.175617+00:00,True,2,0
logs\profit_harvester_20260626_193421.jsonl,2815,2026-06-26T19:34:23.164718+00:00,True,2,0
logs\profit_harvester_20260626_193426.jsonl,2815,2026-06-26T19:34:27.289933+00:00,True,2,0
logs\profit_harvester_20260626_193430.jsonl,2815,2026-06-26T19:34:32.029635+00:00,True,2,0
logs\profit_harvester_20260626_193435.jsonl,2815,2026-06-26T19:34:36.534509+00:00,True,2,0
logs\profit_harvester_20260626_193440.jsonl,2815,2026-06-26T19:34:41.222080+00:00,True,2,0
logs\profit_harvester_20260626_193444.jsonl,2815,2026-06-26T19:34:45.799158+00:00,True,2,0
logs\profit_harvester_20260626_193448.jsonl,2815,2026-06-26T19:34:50.310441+00:00,True,2,0
logs\profit_harvester_20260626_193453.jsonl,2815,2026-06-26T19:34:54.899272+00:00,True,2,0
logs\profit_harvester_20260626_193458.jsonl,2815,2026-06-26T19:34:59.668248+00:00,True,2,0
logs\profit_harvester_20260626_193502.jsonl,2815,2026-06-26T19:35:04.135213+00:00,True,2,0
logs\profit_harvester_20260626_193507.jsonl,2815,2026-06-26T19:35:08.764865+00:00,True,2,0
logs\profit_harvester_20260626_193511.jsonl,2815,2026-06-26T19:35:13.091869+00:00,True,2,0
logs\profit_harvester_20260626_193516.jsonl,2815,2026-06-26T19:35:17.861643+00:00,True,2,0
logs\profit_harvester_20260626_193521.jsonl,2815,2026-06-26T19:35:22.576589+00:00,True,2,0
logs\profit_harvester_20260626_193526.jsonl,2815,2026-06-26T19:35:27.199230+00:00,True,2,0
logs\profit_harvester_20260626_193530.jsonl,2815,2026-06-26T19:35:31.709081+00:00,True,2,0
logs\profit_harvester_20260626_193535.jsonl,2815,2026-06-26T19:35:36.338998+00:00,True,2,0
logs\profit_harvester_20260626_193539.jsonl,2815,2026-06-26T19:35:40.719789+00:00,True,2,0
logs\profit_harvester_20260626_193544.jsonl,5891,2026-06-26T19:35:46.342339+00:00,True,9,0
logs\profit_harvester_20260626_193551.jsonl,2815,2026-06-26T19:35:52.726360+00:00,True,2,0
logs\profit_harvester_20260626_193555.jsonl,2815,2026-06-26T19:35:57.124573+00:00,True,2,0
logs\profit_harvester_20260626_193600.jsonl,2815,2026-06-26T19:36:01.753156+00:00,True,2,0
logs\profit_harvester_20260626_193605.jsonl,2815,2026-06-26T19:36:06.272961+00:00,True,2,0
logs\profit_harvester_20260626_193609.jsonl,2815,2026-06-26T19:36:11.131088+00:00,True,2,0
logs\profit_harvester_20260626_193613.jsonl,2815,2026-06-26T19:36:15.136317+00:00,True,2,0
logs\profit_harvester_20260626_193618.jsonl,2815,2026-06-26T19:36:19.753988+00:00,True,2,0
logs\profit_harvester_20260626_193623.jsonl,2815,2026-06-26T19:36:24.291234+00:00,True,2,0
logs\profit_harvester_20260626_193627.jsonl,2815,2026-06-26T19:36:28.593552+00:00,True,2,0
logs\profit_harvester_20260626_193631.jsonl,2815,2026-06-26T19:36:33.001220+00:00,True,2,0
logs\profit_harvester_20260626_193636.jsonl,2815,2026-06-26T19:36:37.594398+00:00,True,2,0
logs\profit_harvester_20260626_193640.jsonl,2815,2026-06-26T19:36:41.818697+00:00,True,2,0
logs\profit_harvester_20260626_193645.jsonl,2815,2026-06-26T19:36:46.380196+00:00,True,2,0
logs\profit_harvester_20260626_193649.jsonl,2815,2026-06-26T19:36:50.938587+00:00,True,2,0
logs\profit_harvester_20260626_193654.jsonl,2815,2026-06-26T19:36:55.391605+00:00,True,2,0
logs\profit_harvester_20260626_193658.jsonl,30497,2026-06-26T19:37:09.235204+00:00,True,65,0
logs\profit_harvester_20260626_193711.jsonl,36501,2026-06-26T19:37:22.607455+00:00,True,78,0
logs\profit_harvester_20260626_193724.jsonl,39712,2026-06-26T19:37:38.693998+00:00,True,86,0
logs\profit_harvester_20260626_193744.jsonl,5888,2026-06-26T19:37:46.065172+00:00,True,9,0
logs\profit_harvester_20260626_193750.jsonl,2815,2026-06-26T19:37:51.893489+00:00,True,2,0
logs\profit_harvester_20260626_193755.jsonl,5887,2026-06-26T19:37:57.504364+00:00,True,9,0
logs\profit_harvester_20260626_193802.jsonl,2815,2026-06-26T19:38:03.516685+00:00,True,2,0
logs\profit_harvester_20260626_193807.jsonl,2815,2026-06-26T19:38:08.465911+00:00,True,2,0
logs\profit_harvester_20260626_193811.jsonl,5887,2026-06-26T19:38:14.144375+00:00,True,9,0
logs\profit_harvester_20260626_193819.jsonl,5890,2026-06-26T19:38:21.369502+00:00,True,9,0
logs\profit_harvester_20260626_193823.jsonl,2815,2026-06-26T19:38:24.865522+00:00,True,2,0
logs\profit_harvester_20260626_193828.jsonl,2815,2026-06-26T19:38:29.576883+00:00,True,2,0
logs\profit_harvester_20260626_193832.jsonl,39723,2026-06-26T19:38:46.618940+00:00,True,86,0
logs\profit_harvester_20260626_193953.jsonl,86326,2026-06-26T19:40:18.043959+00:00,True,193,0
logs\profit_harvester_20260626_194033.jsonl,105104,2026-06-26T19:41:03.461061+00:00,True,233,0
logs\profit_harvester_20260626_194122.jsonl,77103,2026-06-26T19:41:41.790244+00:00,True,153,0
logs\profit_harvester_20260626_194155.jsonl,127559,2026-06-26T19:42:27.293119+00:00,True,224,0
logs\profit_harvester_20260626_194245.jsonl,109063,2026-06-26T19:43:12.924619+00:00,True,190,0
logs\profit_harvester_20260626_194327.jsonl,19171020,2026-06-26T21:09:11.864216+00:00,True,38898,0
logs\profit_harvester_heartbeat.json,986,2026-06-26T21:09:12.916820+00:00,True,,
logs\profit_harvester_state.json,778,2026-06-26T21:09:12.913717+00:00,True,,
logs\profit_harvester_stderr_20260626_014002.log,0,2026-06-26T00:40:02.122411+00:00,True,,
logs\profit_harvester_stderr_20260626_014201.log,0,2026-06-26T00:42:01.250109+00:00,True,,
logs\profit_harvester_stderr_20260626_014438.log,0,2026-06-26T00:44:38.250127+00:00,True,,
logs\profit_harvester_stderr_manual_guard.log,0,2026-06-26T19:41:54.210981+00:00,True,,
logs\profit_harvester_stderr_manual_guard_final.log,0,2026-06-26T19:43:26.228559+00:00,True,,
logs\profit_harvester_stderr_manual_guard_single.log,0,2026-06-26T19:42:44.312036+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_014719.log,0,2026-06-26T00:47:19.708497+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_015203.log,0,2026-06-26T00:52:03.855001+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_015559.log,0,2026-06-26T00:55:59.921717+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_015905.log,0,2026-06-26T00:59:05.527743+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_022925.log,0,2026-06-26T01:29:25.248179+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_024156.log,0,2026-06-26T01:41:56.674953+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_025720.log,0,2026-06-26T01:57:20.686527+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_030351.log,0,2026-06-26T02:03:51.574061+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_030507.log,0,2026-06-26T02:05:07.467817+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_030651.log,0,2026-06-26T02:06:51.035429+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_030945.log,0,2026-06-26T02:09:45.847045+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_031820.log,0,2026-06-26T02:18:20.722463+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_031913.log,0,2026-06-26T02:19:13.504140+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_032644.log,0,2026-06-26T02:26:44.708998+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_032707.log,0,2026-06-26T02:27:07.009724+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_093251.log,0,2026-06-26T08:32:51.649948+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_093509.log,0,2026-06-26T08:35:09.950644+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_094759.log,0,2026-06-26T08:47:59.822671+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_094852.log,0,2026-06-26T08:48:52.095423+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_094944.log,0,2026-06-26T08:49:44.566890+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_095752.log,0,2026-06-26T08:57:52.126981+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_095913.log,0,2026-06-26T08:59:13.010857+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_100321.log,0,2026-06-26T09:03:21.899665+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_100607.log,0,2026-06-26T09:06:07.258936+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_100645.log,0,2026-06-26T09:06:45.725727+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_102733.log,0,2026-06-26T09:27:33.034168+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_103219.log,0,2026-06-26T09:32:19.754835+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_103457.log,0,2026-06-26T09:34:57.922885+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_105630.log,0,2026-06-26T09:56:30.004192+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_105743.log,0,2026-06-26T09:57:43.854827+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_110231.log,0,2026-06-26T10:02:31.457274+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_110252.log,0,2026-06-26T10:02:52.874125+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_110726.log,0,2026-06-26T10:07:26.476744+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_111911.log,0,2026-06-26T10:19:11.496571+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_112516.log,0,2026-06-26T10:25:16.218793+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_112714.log,0,2026-06-26T10:27:14.859324+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_113030.log,0,2026-06-26T10:30:30.308077+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_113114.log,0,2026-06-26T10:31:14.561033+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_113200.log,0,2026-06-26T10:32:00.847098+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_113329.log,0,2026-06-26T10:33:29.713120+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_114647.log,0,2026-06-26T10:46:47.324820+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_120353.log,0,2026-06-26T11:03:53.593561+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_121123.log,0,2026-06-26T11:11:23.193786+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_122328.log,0,2026-06-26T11:23:28.418111+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_122335.log,0,2026-06-26T11:23:35.993007+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_123925.log,0,2026-06-26T11:39:25.005664+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_124019.log,0,2026-06-26T11:40:19.824564+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_124256.log,0,2026-06-26T11:42:56.921982+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_124517.log,0,2026-06-26T11:45:17.743747+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_124920.log,0,2026-06-26T11:49:20.773090+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_125120.log,0,2026-06-26T11:51:20.008124+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_125331.log,0,2026-06-26T11:53:31.011126+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_125718.log,0,2026-06-26T11:57:18.635886+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_131804.log,0,2026-06-26T12:18:04.577499+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_132536.log,0,2026-06-26T12:25:36.742490+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_133042.log,0,2026-06-26T12:30:42.244124+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_134331.log,0,2026-06-26T12:43:31.449180+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_140545.log,0,2026-06-26T13:05:45.042771+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_141450.log,0,2026-06-26T13:14:50.754842+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_142001.log,0,2026-06-26T13:20:01.703048+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_142158.log,0,2026-06-26T13:21:58.578763+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_142935.log,0,2026-06-26T13:29:35.593570+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_143341.log,0,2026-06-26T13:33:41.928344+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_143801.log,0,2026-06-26T13:38:01.847241+00:00,True,,
logs\profit_harvester_stderr_watch_20260626_145713.log,0,2026-06-26T13:57:13.263583+00:00,True,,
