ticket,order,time,time_msc,type,entry,magic,position_id,reason,volume,price,commission,swap,profit,fee,symbol,comment,external_id,time_iso,time_msc_iso
729893,1121661,1782503204,1782503204008,0,1,0,1121586,0,0.5,58.9213,0.0,0.0,73.5,0.0,XAGUSD,,3LJ7PYCIJPJZI,2026-06-26T19:46:44+00:00,2026-06-26T19:46:44.008000+00:00
730108,1121936,1782503265,1782503265945,1,0,0,1121936,0,0.5,58.875,0.0,0.0,0.0,0.0,XAGUSD,,3LJ7Q246FLMLO,2026-06-26T19:47:45+00:00,2026-06-26T19:47:45.945000+00:00
730291,1122215,1782503310,1782503310748,0,1,0,1121936,0,0.5,58.8613,0.0,0.0,34.25,0.0,XAGUSD,,3LJ7Q3FVM3CA5,2026-06-26T19:48:30+00:00,2026-06-26T19:48:30.748000+00:00
730449,1122418,1782503352,1782503352233,0,0,10181,1122418,3,0.1,4069.3,0.0,0.0,0.0,0.0,XAUUSD,profit_harvester,3LJ7Q4MJXXE64,2026-06-26T19:49:12+00:00,2026-06-26T19:49:12.233000+00:00
731064,1124316,1782503523,1782503523778,1,0,0,1124316,0,0.5,58.8853,0.0,0.0,0.0,0.0,XAGUSD,,3LJ7QBMCFMEJI,2026-06-26T19:52:03+00:00,2026-06-26T19:52:03.778000+00:00
731177,1124648,1782503562,1782503562951,1,1,10181,1122418,3,0.1,4069.825,0.0,0.0,5.25,0.0,XAUUSD,profit_harvester,3LJ7QCQRUILQX,2026-06-26T19:52:42+00:00,2026-06-26T19:52:42.951000+00:00
732085,1129469,1782503863,1782503863550,0,0,10181,1129469,3,0.1,4068.31,0.0,0.0,0.0,0.0,XAUUSD,profit_harvester,3LJ7QLIQG2NFV,2026-06-26T19:57:43+00:00,2026-06-26T19:57:43.550000+00:00
732188,1129615,1782503885,1782503885877,1,1,10181,1129469,3,0.1,4068.735,0.0,0.0,4.25,0.0,XAUUSD,profit_harvester,3LJ7QM5JRVZJP,2026-06-26T19:58:05+00:00,2026-06-26T19:58:05.877000+00:00
733236,1133491,1782504186,1782504186410,0,0,10181,1133491,3,0.1,4066.515,0.0,0.0,0.0,0.0,XAUUSD,profit_harvester,3LJ7QUVGF4ALX,2026-06-26T20:03:06+00:00,2026-06-26T20:03:06.410000+00:00
733264,1133684,1782504196,1782504196584,0,1,0,1124316,0,0.5,58.8753,0.0,0.0,25.0,0.0,XAGUSD,,3LJ7QV6VM27TW,2026-06-26T20:03:16+00:00,2026-06-26T20:03:16.584000+00:00
733831,1137330,1782504360,1782504360668,0,0,0,1137330,0,0.5,58.8855,0.0,0.0,0.0,0.0,XAGUSD,,3LJ7QZXPNSDTS,2026-06-26T20:06:00+00:00,2026-06-26T20:06:00.668000+00:00
733994,1137650,1782504414,1782504414278,1,1,0,1133491,0,0.1,4066.295,0.0,0.0,-2.2,0.0,XAUUSD,,3LJ7R3JNEQQHQ,2026-06-26T20:06:54+00:00,2026-06-26T20:06:54.278000+00:00
733997,1137653,1782504414,1782504414796,0,0,10181,1137653,3,0.1,4066.525,0.0,0.0,0.0,0.0,XAUUSD,profit_harvester,3LJ7R3K4SHHKB,2026-06-26T20:06:54+00:00,2026-06-26T20:06:54.796000+00:00
734306,1138330,1782504486,1782504486892,1,1,0,1137653,0,0.1,4065.535,0.0,0.0,-9.9,0.0,XAUUSD,,3LJ7R5NBH7B32,2026-06-26T20:08:06+00:00,2026-06-26T20:08:06.892000+00:00
734311,1138336,1782504487,1782504487636,0,0,10181,1138336,3,0.1,4065.685,0.0,0.0,0.0,0.0,XAUUSD,profit_harvester,3LJ7R5NXMDHTN,2026-06-26T20:08:07+00:00,2026-06-26T20:08:07.636000+00:00
734323,1138347,1782504491,1782504491376,1,1,0,1137330,0,0.5,58.8983,0.0,0.0,32.0,0.0,XAGUSD,,3LJ7R5RH2XOQH,2026-06-26T20:08:11+00:00,2026-06-26T20:08:11.376000+00:00
734364,1138470,1782504499,1782504499333,1,1,10181,1138336,3,0.1,4066.34,0.0,0.0,6.55,0.0,XAUUSD,profit_harvester,3LJ7R5YU54MKG,2026-06-26T20:08:19+00:00,2026-06-26T20:08:19.333000+00:00
734385,1138511,1782504502,1782504502924,0,1,0,1117950,0,0.5,161.719,0.0,0.0,3.4,0.0,USDJPY,,3LJ7R6477FQBO,2026-06-26T20:08:22+00:00,2026-06-26T20:08:22.924000+00:00
734562,1138803,1782504546,1782504546509,0,0,0,1138803,0,1.0,58.9523,0.0,0.0,0.0,0.0,XAGUSD,,3LJ7R7ES6KEWR,2026-06-26T20:09:06+00:00,2026-06-26T20:09:06.509000+00:00
735230,1139953,1782504683,1782504683312,1,1,0,1138803,0,1.0,58.9579,0.0,0.0,28.0,0.0,XAGUSD,,3LJ7RDE77GD7M,2026-06-26T20:11:23+00:00,2026-06-26T20:11:23.312000+00:00
735300,1140012,1782504705,1782504705395,0,0,0,1140012,0,1.0,58.9783,0.0,0.0,0.0,0.0,XAGUSD,,3LJ7RDYRDJ3MD,2026-06-26T20:11:45+00:00,2026-06-26T20:11:45.395000+00:00
735504,1140220,1782504764,1782504764830,1,1,0,1140012,0,1.0,58.9785,0.0,0.0,1.0,0.0,XAGUSD,,3LJ7RFQ4MV7TL,2026-06-26T20:12:44+00:00,2026-06-26T20:12:44.830000+00:00
735601,1140326,1782504792,1782504792278,0,0,0,1140326,0,1.0,4067.894,0.0,0.0,0.0,0.0,XAUUSD,,3LJ7RGJONZDPW,2026-06-26T20:13:12+00:00,2026-06-26T20:13:12.278000+00:00
735628,1140466,1782504799,1782504799721,1,1,0,1140326,0,1.0,4068.785,0.0,0.0,89.1,0.0,XAUUSD,,3LJ7RGQMHIYXF,2026-06-26T20:13:19+00:00,2026-06-26T20:13:19.721000+00:00
736356,1142804,1782504967,1782504967324,1,0,0,1142804,0,1.0,58.9939,0.0,0.0,0.0,0.0,XAGUSD,,3LJ7RLMPFUJPO,2026-06-26T20:16:07+00:00,2026-06-26T20:16:07.324000+00:00
736414,1142871,1782504981,1782504981369,0,1,0,1142804,0,1.0,58.9864,0.0,0.0,37.5,0.0,XAGUSD,,3LJ7RLZRZDE76,2026-06-26T20:16:21+00:00,2026-06-26T20:16:21.369000+00:00
736559,1143286,1782505005,1782505005955,1,0,0,1143286,0,1.0,58.98,0.0,0.0,0.0,0.0,XAGUSD,,3LJ7RMQOQ7JDW,2026-06-26T20:16:45+00:00,2026-06-26T20:16:45.955000+00:00
736738,1143964,1782505036,1782505036079,0,1,0,1143286,0,1.0,58.9783,0.0,0.0,8.5,0.0,XAGUSD,,3LJ7RNMQIEHG5,2026-06-26T20:17:16+00:00,2026-06-26T20:17:16.079000+00:00
736888,1144384,1782505061,1782505061255,1,0,0,1144384,0,1.0,58.9452,0.0,0.0,0.0,0.0,XAGUSD,,3LJ7ROE6SAMSF,2026-06-26T20:17:41+00:00,2026-06-26T20:17:41.255000+00:00
736917,1144487,1782505069,1782505069763,0,1,0,1144384,0,1.0,58.9366,0.0,0.0,43.0,0.0,XAGUSD,,3LJ7ROM4D5NUV,2026-06-26T20:17:49+00:00,2026-06-26T20:17:49.763000+00:00
737129,1145118,1782505110,1782505110480,0,0,0,1145118,0,1.0,58.9863,0.0,0.0,0.0,0.0,XAGUSD,,3LJ7RPRZSRY3F,2026-06-26T20:18:30+00:00,2026-06-26T20:18:30.480000+00:00
737417,1145807,1782505156,1782505156931,1,1,0,1145118,0,1.0,58.9887,0.0,0.0,12.0,0.0,XAGUSD,,3LJ7RR5C5F3VK,2026-06-26T20:19:16+00:00,2026-06-26T20:19:16.931000+00:00
737589,1146214,1782505190,1782505190351,1,0,0,1146214,0,1.0,58.96,0.0,0.0,0.0,0.0,XAGUSD,,3LJ7RS4G5AFGP,2026-06-26T20:19:50+00:00,2026-06-26T20:19:50.351000+00:00
737720,1146579,1782505208,1782505208335,0,1,0,1146214,0,1.0,58.9383,0.0,0.0,108.5,0.0,XAGUSD,,3LJ7RSN64TFCV,2026-06-26T20:20:08+00:00,2026-06-26T20:20:08.335000+00:00
737785,1146760,1782505227,1782505227644,1,0,0,1146760,0,1.0,58.9149,0.0,0.0,0.0,0.0,XAGUSD,,3LJ7RT75KZF4V,2026-06-26T20:20:27+00:00,2026-06-26T20:20:27.644000+00:00
738281,1149723,1782505333,1782505333899,0,1,0,1146760,0,1.0,58.9143,0.0,0.0,3.0,0.0,XAGUSD,,3LJ7RWC47VG5X,2026-06-26T20:22:13+00:00,2026-06-26T20:22:13.899000+00:00
738344,1150213,1782505351,1782505351501,1,0,0,1150213,0,1.0,4066.295,0.0,0.0,0.0,0.0,XAUUSD,,3LJ7RWSIRXXBS,2026-06-26T20:22:31+00:00,2026-06-26T20:22:31.501000+00:00
738367,1150452,1782505357,1782505357230,0,0,10181,1150452,3,0.5,1.31973,0.0,0.0,0.0,0.0,GBPUSD,profit_harvester,3LJ7RWXTJRQCE,2026-06-26T20:22:37+00:00,2026-06-26T20:22:37.230000+00:00
738405,1150705,1782505364,1782505364175,0,1,0,1116704,0,0.5,1.41905,0.0,0.0,-16.21,0.0,USDCAD,,3LJ7RX6CHYNZR,2026-06-26T20:22:44+00:00,2026-06-26T20:22:44.175000+00:00
738424,1150830,1782505368,1782505368541,0,1,0,1150213,0,1.0,4065.545,0.0,0.0,75.0,0.0,XAUUSD,,3LJ7RXCEMGQEW,2026-06-26T20:22:48+00:00,2026-06-26T20:22:48.541000+00:00
738426,1150839,1782505368,1782505368806,0,0,10181,1150839,3,0.1,4065.505,0.0,0.0,0.0,0.0,XAUUSD,profit_harvester,3LJ7RXCMJBU34,2026-06-26T20:22:48+00:00,2026-06-26T20:22:48.806000+00:00
738465,1150872,1782505384,1782505384435,1,0,0,1150872,0,1.0,58.8639,0.0,0.0,0.0,0.0,XAGUSD,,3LJ7RXR6C5NHD,2026-06-26T20:23:04+00:00,2026-06-26T20:23:04.435000+00:00
738635,1151069,1782505411,1782505411858,1,1,0,1150839,0,0.1,4064.725,0.0,0.0,-7.8,0.0,XAUUSD,,3LJ7RYKPLO577,2026-06-26T20:23:31+00:00,2026-06-26T20:23:31.858000+00:00
738636,1151070,1782505412,1782505412092,0,0,10181,1151070,3,0.1,4064.805,0.0,0.0,0.0,0.0,XAUUSD,profit_harvester,3LJ7RYKWKQJ4J,2026-06-26T20:23:32+00:00,2026-06-26T20:23:32.092000+00:00
738680,1151118,1782505419,1782505419067,0,1,0,1150872,0,1.0,58.8763,0.0,0.0,-62.0,0.0,XAGUSD,,3LJ7RYRGFW3W2,2026-06-26T20:23:39+00:00,2026-06-26T20:23:39.067000+00:00
738742,1151180,1782505441,1782505441466,1,1,10181,1151070,3,0.1,4065.395,0.0,0.0,5.9,0.0,XAUUSD,profit_harvester,3LJ7RZGBXQ63S,2026-06-26T20:24:01+00:00,2026-06-26T20:24:01.466000+00:00
738908,1151697,1782505493,1782505493619,0,0,0,1151697,0,1.0,58.8823,0.0,0.0,0.0,0.0,XAGUSD,,3LJ7S2WUAW5VW,2026-06-26T20:24:53+00:00,2026-06-26T20:24:53.619000+00:00
738977,1151767,1782505510,1782505510745,1,1,0,1151697,0,1.0,58.8862,0.0,0.0,19.5,0.0,XAGUSD,,3LJ7S3GSMU5BY,2026-06-26T20:25:10+00:00,2026-06-26T20:25:10.745000+00:00
739053,1151876,1782505529,1782505529333,0,0,0,1151876,0,1.0,58.9013,0.0,0.0,0.0,0.0,XAGUSD,,3LJ7S3Y4LTUMN,2026-06-26T20:25:29+00:00,2026-06-26T20:25:29.333000+00:00
739612,1154106,1782505666,1782505666351,1,1,0,1151876,0,1.0,58.906,0.0,0.0,23.5,0.0,XAGUSD,,3LJ7S7XQ2AYSA,2026-06-26T20:27:46+00:00,2026-06-26T20:27:46.351000+00:00
739702,1154770,1782505691,1782505691991,1,0,0,1154770,0,1.0,58.898,0.0,0.0,0.0,0.0,XAGUSD,,3LJ7SAPM6GCWI,2026-06-26T20:28:11+00:00,2026-06-26T20:28:11.991000+00:00
739766,1155068,1782505707,1782505707090,0,1,0,1154770,0,1.0,58.8893,0.0,0.0,43.5,0.0,XAGUSD,,3LJ7SB5O6446W,2026-06-26T20:28:27+00:00,2026-06-26T20:28:27.090000+00:00
740030,1156030,1782505747,1782505747874,1,0,0,1156030,0,1.0,58.8709,0.0,0.0,0.0,0.0,XAGUSD,,3LJ7SCDNMO4XB,2026-06-26T20:29:07+00:00,2026-06-26T20:29:07.874000+00:00
741806,1160823,1782506051,1782506051967,1,1,10181,1150452,3,0.5,1.31988,0.0,0.0,7.5,0.0,GBPUSD,profit_harvester,3LJ7SL6UCRAYP,2026-06-26T20:34:11+00:00,2026-06-26T20:34:11.967000+00:00
744158,1167083,1782506461,1782506461633,1,0,0,1167083,0,1.0,4068.395,0.0,0.0,0.0,0.0,XAUUSD,,3LJ7SX4FCG47Y,2026-06-26T20:41:01+00:00,2026-06-26T20:41:01.633000+00:00
744467,1167921,1782506522,1782506522441,0,0,10181,1167921,3,0.5,1.31958,0.0,0.0,0.0,0.0,GBPUSD,profit_harvester,3LJ7SYUZJCMKA,2026-06-26T20:42:02+00:00,2026-06-26T20:42:02.441000+00:00
744922,1169381,1782506609,1782506609388,1,1,10181,1167921,3,0.5,1.31968,0.0,0.0,5.0,0.0,GBPUSD,profit_harvester,3LJ7T3FYR3VJL,2026-06-26T20:43:29+00:00,2026-06-26T20:43:29.388000+00:00
745580,1171075,1782506732,1782506732106,0,1,0,1167083,0,1.0,4068.285,0.0,0.0,11.0,0.0,XAUUSD,,3LJ7T6YBZVEBC,2026-06-26T20:45:32+00:00,2026-06-26T20:45:32.106000+00:00
746204,1173238,1782506843,1782506843139,1,0,0,1156030,0,1.0,59.017,0.0,0.0,0.0,0.0,XAGUSD,,3LJ7TC7P2YO5K,2026-06-26T20:47:23+00:00,2026-06-26T20:47:23.139000+00:00
746244,1173461,1782506851,1782506851760,1,0,0,1173461,0,1.0,4068.51,0.0,0.0,0.0,0.0,XAUUSD,,3LJ7TCHPYPI6B,2026-06-26T20:47:31+00:00,2026-06-26T20:47:31.760000+00:00
748863,1187215,1782507377,1782507377003,0,1,0,1173461,0,1.0,4074.275,0.0,0.0,-576.5,0.0,XAUUSD,,3LJ7TRQVHWXTL,2026-06-26T20:56:17+00:00,2026-06-26T20:56:17.003000+00:00
749007,1188133,1782507420,1782507420453,0,0,0,1188133,0,1.0,4074.589,0.0,0.0,0.0,0.0,XAUUSD,,3LJ7TSZEEH3EO,2026-06-26T20:57:00+00:00,2026-06-26T20:57:00.453000+00:00
749337,1190468,1782507511,1782507511815,0,0,0,1190468,0,1.0,161.76,0.0,0.0,0.0,0.0,USDJPY,,3LJ7TVOH637WV,2026-06-26T20:58:31+00:00,2026-06-26T20:58:31.815000+00:00
749890,1192836,1782507608,1782507608961,0,1,0,1156030,0,1.0,58.9333,0.0,0.0,53.25,0.0,XAGUSD,,3LJ7TYIWE7Z7J,2026-06-26T21:00:08+00:00,2026-06-26T21:00:08.961000+00:00
749891,1192836,1782507608,1782507608965,0,1,0,1156030,0,1.0,58.9337,0.0,0.0,51.25,0.0,XAGUSD,,3LJ7TYIWEA7NB,2026-06-26T21:00:08+00:00,2026-06-26T21:00:08.965000+00:00
750327,1193508,1782507667,1782507667920,1,1,0,1188133,0,1.0,4071.345,0.0,0.0,-324.4,0.0,XAUUSD,,3LJ7U27THSHX6,2026-06-26T21:01:07+00:00,2026-06-26T21:01:07.920000+00:00
750382,1193603,1782507681,1782507681540,1,1,0,1190468,0,1.0,161.763,0.0,0.0,1.85,0.0,USDJPY,,3LJ7U2MJDLJYN,2026-06-26T21:01:21+00:00,2026-06-26T21:01:21.540000+00:00
750402,1193638,1782507689,1782507689244,1,0,0,1193638,0,1.0,58.9001,0.0,0.0,0.0,0.0,XAGUSD,,3LJ7U2TOXOZB7,2026-06-26T21:01:29+00:00,2026-06-26T21:01:29.244000+00:00
750665,1193906,1782507744,1782507744092,0,1,0,1193638,0,1.0,58.897,0.0,0.0,15.5,0.0,XAGUSD,,3LJ7U4GRLCZ5B,2026-06-26T21:02:24+00:00,2026-06-26T21:02:24.092000+00:00
750727,1194035,1782507759,1782507759308,1,0,0,1194035,0,1.0,58.8713,0.0,0.0,0.0,0.0,XAGUSD,,3LJ7U4UWZRXQT,2026-06-26T21:02:39+00:00,2026-06-26T21:02:39.308000+00:00
750866,1194348,1782507797,1782507797069,0,1,0,1194035,0,1.0,58.8553,0.0,0.0,80.0,0.0,XAGUSD,,3LJ7U5Y4GIXQZ,2026-06-26T21:03:17+00:00,2026-06-26T21:03:17.069000+00:00
750911,1194415,1782507808,1782507808047,1,0,0,1194415,0,1.0,58.8303,0.0,0.0,0.0,0.0,XAGUSD,,3LJ7U6CDLCJVT,2026-06-26T21:03:28+00:00,2026-06-26T21:03:28.047000+00:00
751796,1195583,1782508001,1782508001010,1,0,0,1195583,0,1.0,0.68959,0.0,0.0,0.0,0.0,AUDUSD,,3LJ7UDW2CINMV,2026-06-26T21:06:41+00:00,2026-06-26T21:06:41.010000+00:00
751822,1195615,1782508005,1782508005773,0,1,0,1194415,0,1.0,58.8255,0.0,0.0,24.0,0.0,XAGUSD,,3LJ7UE2IC2EPH,2026-06-26T21:06:45+00:00,2026-06-26T21:06:45.773000+00:00
751888,1195707,1782508025,1782508025156,1,0,0,1195707,0,1.0,58.7633,0.0,0.0,0.0,0.0,XAGUSD,,3LJ7UEMJWEFSS,2026-06-26T21:07:05+00:00,2026-06-26T21:07:05.156000+00:00
751900,1195718,1782508040,1782508040166,0,1,0,1195707,0,1.0,58.7633,0.0,0.0,0.0,0.0,XAGUSD,,3LJ7UF2JBJWWM,2026-06-26T21:07:20+00:00,2026-06-26T21:07:20.166000+00:00
752016,1195934,1782508069,1782508069868,1,0,0,1195934,0,1.0,4068.185,0.0,0.0,0.0,0.0,XAUUSD,,3LJ7UFW6GYTKH,2026-06-26T21:07:49+00:00,2026-06-26T21:07:49.868000+00:00
752041,1196031,1782508080,1782508080417,0,1,0,1195934,0,1.0,4068.125,0.0,0.0,6.0,0.0,XAUUSD,,3LJ7UG7YTDLOU,2026-06-26T21:08:00+00:00,2026-06-26T21:08:00.417000+00:00
752134,1196133,1782508107,1782508107318,0,0,0,1196133,0,1.0,4068.97,0.0,0.0,0.0,0.0,XAUUSD,,3LJ7UGZ2KGNXK,2026-06-26T21:08:27+00:00,2026-06-26T21:08:27.318000+00:00
