ticket,time_setup,time_setup_msc,time_done,time_done_msc,time_expiration,type,type_time,type_filling,state,magic,position_id,position_by_id,reason,volume_initial,volume_current,price_open,sl,tp,price_current,price_stoplimit,symbol,comment,external_id,time_setup_iso,time_done_iso,time_setup_msc_iso,time_done_msc_iso
664269,1782434743,1782434743703,1782434743,1782434743751,0,0,0,1,4,10181,664269,0,3,0.14,0.0,0.0,0.0,0.0,0.69032,0.0,AUDUSD,strategy_v0_reba,3LJ5RPTUOUOH7,2026-06-26T00:45:43+00:00,2026-06-26T00:45:43+00:00,2026-06-26T00:45:43.703000+00:00,2026-06-26T00:45:43.751000+00:00
664400,1782434777,1782434777670,1782434777,1782434777686,0,0,0,0,4,0,663907,0,0,1.0,0.0,0.0,0.0,0.0,1.42021,0.0,USDCAD,,3LJ5RQTIYE4M4,2026-06-26T00:46:17+00:00,2026-06-26T00:46:17+00:00,2026-06-26T00:46:17.670000+00:00,2026-06-26T00:46:17.686000+00:00
664748,1782434847,1782434847234,1782434847,1782434847251,0,0,0,0,4,0,664268,0,0,0.5,0.0,0.0,0.0,0.0,1.3188,0.0,GBPUSD,,3LJ5RSUC5VR3V,2026-06-26T00:47:27+00:00,2026-06-26T00:47:27+00:00,2026-06-26T00:47:27.234000+00:00,2026-06-26T00:47:27.251000+00:00
665380,1782435014,1782435014104,1782435014,1782435014120,0,1,0,0,4,0,664269,0,0,0.58,0.0,0.0,0.0,0.0,0.69021,0.0,AUDUSD,,3LJ5RXPPAIZMY,2026-06-26T00:50:14+00:00,2026-06-26T00:50:14+00:00,2026-06-26T00:50:14.104000+00:00,2026-06-26T00:50:14.120000+00:00
665946,1782435207,1782435207740,1782435207,1782435207754,0,1,0,0,4,0,664268,0,0,0.58,0.0,0.0,0.0,0.0,1.31884,0.0,GBPUSD,,3LJ5S5E22ASDG,2026-06-26T00:53:27+00:00,2026-06-26T00:53:27+00:00,2026-06-26T00:53:27.740000+00:00,2026-06-26T00:53:27.754000+00:00
666702,1782435347,1782435347433,1782435347,1782435347448,0,0,0,0,4,0,664269,0,0,0.44,0.0,0.0,0.0,0.0,0.69018,0.0,AUDUSD,,3LJ5SBG5A3GJ2,2026-06-26T00:55:47+00:00,2026-06-26T00:55:47+00:00,2026-06-26T00:55:47.433000+00:00,2026-06-26T00:55:47.448000+00:00
668215,1782435644,1782435644412,1782435644,1782435644425,0,0,0,1,4,10181,668215,0,3,0.08,0.0,0.0,0.0,0.0,1.31882,0.0,GBPUSD,strategy_v0_reba,3LJ5SK2PTCWVL,2026-06-26T01:00:44+00:00,2026-06-26T01:00:44+00:00,2026-06-26T01:00:44.412000+00:00,2026-06-26T01:00:44.425000+00:00
668216,1782435644,1782435644444,1782435644,1782435644463,0,0,0,1,4,10181,668216,0,3,0.14,0.0,0.0,0.0,0.0,0.69006,0.0,AUDUSD,strategy_v0_reba,3LJ5SK2QRROAY,2026-06-26T01:00:44+00:00,2026-06-26T01:00:44+00:00,2026-06-26T01:00:44.444000+00:00,2026-06-26T01:00:44.463000+00:00
669095,1782435844,1782435844171,1782435844,1782435844184,0,1,0,0,4,0,668216,0,0,0.14,0.0,0.0,0.0,0.0,0.69006,0.0,AUDUSD,,3LJ5SPUR57A6D,2026-06-26T01:04:04+00:00,2026-06-26T01:04:04+00:00,2026-06-26T01:04:04.171000+00:00,2026-06-26T01:04:04.184000+00:00
669197,1782435884,1782435884191,1782435884,1782435884205,0,1,0,0,4,0,668215,0,0,0.08,0.0,0.0,0.0,0.0,1.31894,0.0,GBPUSD,,3LJ5SQZZTO5CP,2026-06-26T01:04:44+00:00,2026-06-26T01:04:44+00:00,2026-06-26T01:04:44.191000+00:00,2026-06-26T01:04:44.205000+00:00
672698,1782436541,1782436541209,1782436541,1782436541223,0,0,0,1,4,10181,672698,0,3,0.08,0.0,0.0,0.0,0.0,1.31918,0.0,GBPUSD,strategy_v0_reba,3LJ5TE5WJN7KN,2026-06-26T01:15:41+00:00,2026-06-26T01:15:41+00:00,2026-06-26T01:15:41.209000+00:00,2026-06-26T01:15:41.223000+00:00
676696,1782437229,1782437229769,1782437229,1782437229795,0,1,0,0,4,0,672698,0,0,0.08,0.0,0.0,0.0,0.0,1.3191899999999999,0.0,GBPUSD,,3LJ5TY777BPGO,2026-06-26T01:27:09+00:00,2026-06-26T01:27:09+00:00,2026-06-26T01:27:09.769000+00:00,2026-06-26T01:27:09.795000+00:00
680556,1782437856,1782437856436,1782437856,1782437856451,0,0,0,1,4,10181,680556,0,3,0.5,0.0,0.0,0.0,0.0,0.81035,0.0,USDCHF,profit_harvester,3LJ5UKGTEC3GS,2026-06-26T01:37:36+00:00,2026-06-26T01:37:36+00:00,2026-06-26T01:37:36.436000+00:00,2026-06-26T01:37:36.451000+00:00
680557,1782437856,1782437856453,1782437856,1782437856480,0,0,0,1,4,10181,680557,0,3,0.1,0.0,0.0,0.0,0.0,4016.625,0.0,XAUUSD,profit_harvester,3LJ5UKGTUACIA,2026-06-26T01:37:36+00:00,2026-06-26T01:37:36+00:00,2026-06-26T01:37:36.453000+00:00,2026-06-26T01:37:36.480000+00:00
